,Unnamed: 0,price,superficie_habitable,superficie_terrain,codeP,gouvernorat,delegation,localite,adresse,anneeConst,nbpiece,typeImm,fonds,plein_air,salle_de_bain,constructible,service,chauffage,climatisation,cuisine,installations_sportives,description
827,827,150000.0,150.0,150.0,,NABEUL,EL HAOUARIA,El Haouaria,el haouaria les rochers des grottes el lejja,,0,terrain,,,,,,,,,,a vendre une terrains a el haouaria cap bon pied dans l'eau  superficie total 5000m² avec le prix de 150 dinars  le m² le prix est negociable terrain ideal pour un petit hotel ou une residence ou maison d'hotes (mer ; montagne et foret) a 200 m du college d'el haouaria tous les papiers sont en regles avec autorisation de batir possibilite de vente par tranche selon besoin contacte neji  tel 98 534 348 ou 29 472 982    ainsi nous avons une autre terrain a cote du stade d'el haouaria de superficie total de 1000m²(noter bien photo reel).
851,851,850000.0,150.0,150.0,,NABEUL,HAMMAMET,Hammamet,jinen hammamet,,0,terrain,,,,,,,,,,"immobilière jouini vous propose a vendre 2 villas jumelées inachevées (piscinable) reste juste finitions situées a jinen hammamet 5 mins de plage côté hôtel club med  surface totale terrain = 715 m2 (chaque villa 357m2)  composée chacune de salon, salle à manger, cuisine, salle d'eau, 3 suites , 2 chambres , salle de bain et cave soussol .  papiers en règle = titre foncier individuel  prix demandé = 850 mdt par villa  contact   (+216) 55 392 444 / 22 773 802"
878,878,2800000.0,150.0,150.0,,NABEUL,HAMMAMET,Hammamet,marina yasmin hammamet,,0,terrain,,,,,,,,,,"l'agence immobilière jouini une splendide villa située à la marina de yasmine hammamet  la villa est érigée sur trois niveaux et répartie comme suit    au rez de chaussée, un spacieux salon, une salle à manger qui donnant sur le canal, un séjour, une belle cuisine moderne et bien équipée avec coin repas, une salle d'eau d’invités, une chambre de personnel et un beau jardin donnant sur le canal.  a l'étage, 3 suites parentales bien orientées avec leurs propres salles de bain, cabine de douche et dressing, et 2 terrasses.  au 2éme étage, une grande terrasse qui donne sur le canal et sur la magnifique vue sur la mer.  la villa équipée de chauffage et de climatisation centrale.  2 anneaux privés pour bateau  piscine collective  surface du terrain = 560 m2  surface totale couverte = 382 m2  contact   (+216) 55 392 444 / 22 773 802"
1005,1005,320000.0,150.0,150.0,,NABEUL,Kelibia,Kelibia,,,0,terrain,,,,,,,,,,"référence   v 1570 toujours de nouveauté chez l’agence immobilière kerkouane  dans un quartier calme , et de bon voisinage  à kélibia cité kesiba l’agence immobilière kélibia met à vendre une villa + garage (studio) + terrain 300 m² prix de vente 320 000 dt si vous êtes intéressés, n'hésitez pas à contacter notre agence sur viber wahtsap , imo 55 461 455 / 55 464 235 / 72 275 000"
1058,1058,650000.0,150.0,150.0,,NABEUL,HAMMAMET,Hammamet,hammamet,,0,terrain,,,,,,,,,,"immobilière jouini à montplaisir met en vente une coquette villa avec piscine , nouvellement construite sise a hammamet 5 mins de la zone touristique et zone hôtelière fourati miramare et sindbad 240m² couvert sur un terrain de 300m² rezdechaussée   il se compose d'un salon/séjour avec cheminée, d'une cuisine ouverte, d'une salle de bains et d'une chambre à coucher. 1er étage   il se compose d'une suite parentale, de deux chambres à coucher avec terrasses , d'un séjour avec vide sur salon et d'une salle de bains . escalier suspendu, chauffage central, climatisation, alarme, vidéo surveillance, abri pour 02 voitures , piscine et jardin prix demandé = 650 000 dt contact   (+216) 55 392 444 / 22 773 802"
1079,1079,200000.0,150.0,150.0,,NABEUL,Soliman,Soliman,,,0,terrain,,,,,,,,,,1 hectare d'oranges sur la route principal et il y a un studio et une vanne et  ses papiers sont réglé à ne pas rater contacter l'agence express immobilière  mm leila .
1101,1101,400000.0,150.0,150.0,,NABEUL,GROMBALIA,Soliman,route soliman vers grombalia,,0,terrain,,,,,,,,,,à vendre terrain superficie 1000m2 clôturé plus 1000m2 couvert plus sondage électricité et eau. sur route goudronnée menant de soliman vers grombalia. prix demandé 400 000 dt. téléphone 21 30 90 53
1115,1115,2000000.0,150.0,150.0,,NABEUL,SOLIMAN,Soliman,soliman,,0,terrain,,,,,,,,,,"exclusivité jouini immobilière a montplaisir  notre agence propose à la vente un complexe de loisir à soliman .  emplacement   le complexe se trouve sur la ceinture soliman, beni khaled et korba (gouvernorat nabeul )  surface totale   25000 mètres carré (2.5 hectares) comprenant    une salle de fête (surface bâti 500 mètres carré ) en plein air avec scène / chambre de la mariée / coin café / une décoration style romain  une villa de 4 pièces avec piscine indépendante  ps   ce complexe a été conçu pour avoir une autre salle de fête couverte, un air de jeux pour enfants, une piscine publique, un restaurant familial, un salon de thé et 3 terrains de foot ."
1118,1118,480000.0,150.0,150.0,,NABEUL,Beni Khiar,El Maamoura,,,0,terrain,,,,,,,,,,"maison avec grarage, salon, 3 pièces et salle de bain de 230 m2 à vendre dans un terrain de 1500 m2 qui contient 15 oliviers. lot avec titre foncier et équipé par l'eau de sonède et l'électricité, le lot se trouve sur la route mc27 nabeulkorba et exactement à 500 m de l'entrée principale de maâmoura."
1127,1127,650000.0,150.0,150.0,,NABEUL,HAMMAMET,Hammamet,hammamet,,0,terrain,,,,,,,,,,"immobilière jouini à montplaisir met en vente une coquette villa avec piscine , nouvellement construite sise a hammamet 5 mins de la zone touristique et zone hôtelière fourati miramare et sindbad  240m² couvert sur un terrain de 300m²  rezdechaussée   il se compose d'un salon/séjour avec cheminée, d'une cuisine ouverte, d'une salle de bains et d'une chambre à coucher.  1er étage   il se compose d'une suite parentale, de deux chambres à coucher avec terrasses , d'un séjour avec vide sur salon et d'une salle de bains .  escalier suspendu, chauffage central, climatisation, alarme, vidéo surveillance, abri pour 02 voitures , piscine et jardin  prix demandé = 650 000 dt"
1165,1165,180000.0,150.0,150.0,,NABEUL,Hammam El Ghezaz,Hammam Jebli,,,0,terrain,,,,,,,,,,a vendre un terrain d’habitation à hammem jabli kelibia situé sur la route principale de caserne de superficie 1000 m² avec une façade 60 m² sur la route  terrain avec une magnifique vue sur mer.  terrain avec autorisation de bâtir.  prix   180 000 dt.   référence   vt144  tel   72 295 572 / 29 760 600 / 29 760 700.
1242,1242,1200000.0,150.0,150.0,,NABEUL,Hammamet,Hammamet,,,0,terrain,,,,,,,,,,"a vendre une demeure de charme située sur les hauteurs d’hammamet, dans un quartier calme et avec de magnifique vue sur mer et le golf. elle est érigée sur deux niveaux et répartie comme suit   au rez de chaussée, un spacieux salon, salle à manger, une cuisine bien aménagée, une suite et une chambre à coucher. a l’étage, on trouve une suite parentale, une salle d’eau et un grand terrasse de 40 m². a l’extérieur, la villa compte un grand jardin gazonné, une loge gardien, une chambre de bonne, une buanderie et un garage pour deux garages. la propriété est équipée de chauffage central sous sol et climatisation et elle dispose d’un sous sol aménagé surface de terrain  1350 m² surface habitable  360 m² prix  1 200 000 dt"
1284,1284,135000.0,150.0,150.0,,NABEUL,Kelibia,Kelibia,,,0,terrain,,,,,,,,,,"a vendre un terrain d’habitation à cité mirdès kelibia de superficie de 300 m² avec une façade de 15 mètres sur une rue de 9 mètres.  terrain dans un bon emplacement près de toutes les commodités raccordé au réseau steg, sonede et onas.  terrain avec titre foncier.  prix   135 000 dt .  référence   vt092   tel   72 295 572 / 29 760 600 / 29 760 700."
1287,1287,115000.0,150.0,150.0,,NABEUL,Kelibia,Kelibia,,,0,terrain,,,,,,,,,,a vendre un terrain à kelibia situé sur la route principale de kelibia hawaria de superficie de 1000 m² avec une façade de 16 mètres contient 15 olives.  un bon emplacement idéal pour toutes activités à 2 kilomètres de centre ville kelibia et à un kilomètres de centre ville de hammem el ghzeez.  terrain avec titre foncier.   prix   115 000 dt   tel   72 295 572 / 29 760 600 / 29 760 700.   référence   vt117
1386,1386,250000.0,150.0,150.0,,NABEUL,Kelibia,Kelibia,,,0,terrain,,,,,,,,,,"a vendre maison et appartement à kelibia situé à chweref près de route kelibia azmour  de superficie de 125 m² avec une façade de 15 mètres sur une rue de 8 mètres.  maison en rez de chaussé avec garage composé de deux chambres à coucher, un salon, une cuisine et une salle de bain.  appartement composé en 1er étage de trois chambres à coucher, un salon et une toilette.  et en 2ème étage un salon, une cuisine, une salle de bain et une toilette avec un grand séchoir.  terrain avec titre foncier .  prix   250 000 dt   référence   vt359  tel   72 295 572 / 29 760 600 / 29 760 700."
1401,1401,3750000.0,150.0,150.0,,NABEUL,SOLIMAN,Borj Cedria,soliman,,0,terrain,,,,,,,,,,lots  du terrain de 10000 a 30000m2 sur la route mc26 borj cedriassoliman face depot sncft 130dt/m2 négociable
1424,1424,130000.0,150.0,150.0,,NABEUL,KELIBIA,Kelibia,tamazrat kélibia,,0,terrain,,,,,,,,,,"si vous cherchez le calme ,la nature et l air frais . a vendre une belle maison de deux pièce et salon , cuisine , toilette douche entourée d un terrain clôturé de 500 mètre carré sur la route entre kélibia et haouaria . pour plus d informations veuillez me contacter au numéro 22199100 ."
1425,1425,300000.0,150.0,150.0,,NABEUL,Hammamet,Cite Chraf,,,0,terrain,,,,,,,,,,a vendre terrain nu de construction 1000m2 titre foncier individuel électricité sonde gaz de ville disponibles pour plus de renseignements prière contacter 98385124
1550,1550,380000.0,150.0,150.0,,NABEUL,Hammam El Ghezaz,Ezzahra,,,0,terrain,,,,,,,,,,a vendre une villa inachevée à ezzahra kelibia situé sur une colline avec une belle vue sur mer et montagne à 800 mètres de la plage. villa non finie de surface bâtie de 250 m² sur terrain de superficie totale de 1 187 m². villa avec autorisation de bâtir eu une architecture moderne. villa avec titre foncier. prix   380 000 dt référence   vt459 tel   72 295 572 / 29 760 600 / 29 760 700.
1570,1570,2500000.0,150.0,150.0,,NABEUL,Korba,Korba,,,0,terrain,,,,,,,,,,a vendre un lot de  terrain viabilisée doté d'un emplacement stratégique première position front mer pied dans l'eau  pas loin de l’hôtel africa jad korba tazark. un offre à ne pas rater. lotissement approuvé superficie 10 000 m²  situation juridique terrain viabiliser  vocation r+1 titre foncier individuel cahier de charge et le plan d’aménagement pour plus de renseignement veuillez nous contacter
1637,1637,390000.0,150.0,150.0,,NABEUL,HAMMAMET,Hammamet,hammamet,,0,terrain,,,,,,,,,,"a vendre   une belle villa coquette de style américain presque neuve de haut standing a quelques minutes de centre ville hammamet située dans un quartier entouré des belles villas  nbr de chambres   3  nbr sbd   2  abri de voiture   oui  superficie terrain 150 m²  superficie habitable 180 m²  info line   +216 22 885 276 , 55 885 276"
1662,1662,255000.0,150.0,150.0,,NABEUL,Kelibia,Kelibia,,,0,terrain,,,,,,,,,,"référence   v 1362 visiteznous, dès maintenant, à kelibia  immobilièrekerkouane met à vendre une superbe villa à kelibia et dans un quartier résidentiel très calme , propre beaucoup demander de bon voisinage et à proximité de toute les commodités elle est de145 m² bâtis sur un terrain de 230 m² la villa se compose d'une salon lumineux, 3 chambres à coucher agréable à vivre , cuisine aménagé, salle de bain un jolie terrasse avec coin jardin, abri pour voiture, papiers en règle avec titre bleu  prix de vente 255 000 dt pour plus de renseignement ou visite , veuillez nous contacter au 55 461 455 / 55 464 235 / 72 275 000 svp visite sur rdv"
1684,1684,450000.0,150.0,150.0,,NABEUL,Hammamet,Hammamet,mrezgua,,0,terrain,,,,,,,,,,"a vendre a hammamet nord mrezgua une belle villa de plan pied très bien équipée de 3 chambres , salon , salle de bain , une grande cuisine , une terrasse avant et arriéré, un abri de voiture    titre bleu , surface terrain 233 m² , surface couvert 170 m²  appelez jdidi abda pour toutes renseignements  +216 22 885 276 ; 58 985 276  agence hammamet immobilie"
1716,1716,170000.0,150.0,150.0,,NABEUL,EL HAOUARIA,Cite Touristique,a la mer d'el haouaria,,0,terrain,,,,,,,,,,notre agence ranime immobilière propose à vendre une villa haut standing style américain inachevée orienté par la mer et proche de tout commodité et construite avec autorisation de bâtir.  se composée par s+4+cuisine+garage+jardin a la mer d’el haouaria 8045.  surface de terrain 250m2  le dossier foncier et bien réglé.  le prix actuel 170 000dt  occasion a ne pas raté.  notre agence est à votre disposition pour toutes informations et conseils nécessaires afin de disposer du bien.  tél   23452279
1738,1738,1100000.0,150.0,150.0,,NABEUL,Hammamet,Cite Chraf,,,0,terrain,,,,,,,,,,à vendre terrain de 3000m2 lotit en 2titres fonciers avec villa dans la zone de chraf valable pour construction équipé d un puit de surface  électricité force et lumière gaze de ville et eau sonede  pour plus de renseignements contacter 98385124
1749,1749,330000.0,150.0,150.0,,NABEUL,HAMMAMET,Hammamet,hammamet,,0,terrain,,,,,,,,,,"a vendre une belle maison  on met en vente cette belle maison récemment construite bien située a 7 minutes de hammamet centre ville, bâtie au niveau du rez de chaussée sur un terrain de 177m2 de superficie (110m2 couvert) comprenant un salon à l'entrée, trois chambres à coucher, une cuisine ouverte sur un petit jardin, une salle d'eau et un abri de voiture (4m*5m)  possiblité de construire à l'étage  papiers en règle  prix inclus les meubles (comme dans les photos)  prix 330md  appelez jdidi abda pour toutes informations  +216 22 885 276 , 58 985 276"
1789,1789,520000.0,150.0,150.0,,NABEUL,Nabeul,Nabeul,nabeul centre,,0,terrain,,,,,,,,,,"a vendre maison/villa à nabeul d'une surface totale de 416 m² et d'une surface couverte de 420 m², composé de   rez de chaussée  une villa  salon, salle à manger, chambre à coucher, cuisine, sdb, garage, jardin, puits, terrasse, place parking, chambre extérieure avec kitchenette et se.  premier étage  villa  2 salons, 3 chambres à coucher, sdb, cuisine, se et 2 terrasses.  deuxième étage  studio  chambre avec kitchenette et se.  prix demandé  520 dt    merci de nous contacter sur   tunisie  lotfi +216 97 439 803  la hollande  abdelfatteh  +31642113636"
1795,1795,200000.0,150.0,150.0,,NABEUL,Kelibia,Kelibia,ain grenz,,0,terrain,,,,,,,,,,lot de terrain à ain grenz à kélibia
1859,1859,850000.0,150.0,150.0,,NABEUL,HAMMAMET,Hammamet,hammamet,,0,terrain,,,,,,,,,,"a vendre, une somptueuse villa neuve de haut standing de style moderne dans un lotissement résidentiel de cinq villas (la zone craxi) hammamet, avec une belle architecture moderne, à deux minutes du centre ville hammamet, proche de l’autoroute tunis/sousse .la villa est entourée d'un grand jardin gazonné bien décoré et fleuri.  appelez notre conseiller pour avoir plus d’informations  22 885 276 ou 58 985 276"
